-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,-1
-1,11,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,13,-1
-1,11,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,13,-1
-1,11,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,13,-1
-1,11,12,12,12,12,12,12,12,12,12,60,73,62,57,59,66,12,12,12,12,12,12,66,72,60,59,60,61,72,12,12,12,73,73,58,67,58,71,58,60,68,60,12,12,12,12,12,13,-1
-1,11,12,12,12,12,12,12,12,12,12,62,12,12,12,12,12,66,12,71,56,73,56,12,12,12,12,12,12,12,68,66,70,12,58,55,12,12,12,12,12,62,12,66,69,12,12,12,13,-1
-1,11,12,12,12,12,12,12,12,12,12,62,12,12,12,12,70,56,55,12,60,12,12,12,12,12,12,73,61,12,12,68,12,61,57,12,12,72,67,59,12,60,12,12,60,12,12,12,13,-1
-1,11,12,12,12,12,12,12,12,12,12,71,60,66,67,58,67,12,58,61,56,67,70,68,70,62,69,61,12,12,12,60,56,57,55,55,71,66,12,12,55,70,73,12,55,12,12,12,13,-1
-1,11,12,12,12,12,12,12,12,12,12,66,12,12,12,66,60,58,60,70,67,58,12,58,12,12,72,70,70,58,70,71,61,62,60,67,59,58,71,12,12,60,70,12,60,12,12,12,13,-1
-1,11,12,12,12,12,12,12,12,12,12,58,12,12,66,58,12,58,55,61,59,12,12,70,12,66,62,70,72,56,70,61,62,12,73,73,12,12,12,73,71,72,71,12,60,12,12,12,13,-1
-1,11,12,12,12,12,12,12,12,12,12,66,61,56,72,69,12,73,12,55,71,71,62,12,12,62,71,68,12,12,67,71,62,71,55,62,12,12,55,69,12,56,67,12,56,12,12,12,13,-1
-1,11,12,12,12,12,12,12,62,72,62,62,62,71,56,56,67,66,12,12,72,71,73,70,72,56,12,12,60,72,71,59,59,62,73,12,12,58,12,70,66,60,62,56,12,12,12,12,13,-1
-1,11,12,12,12,12,61,62,60,69,73,58,69,58,12,12,60,61,71,56,68,69,61,72,61,62,55,62,12,55,56,68,56,66,62,57,55,55,69,12,56,69,70,12,12,12,12,12,13,-1
-1,11,12,12,12,12,68,58,59,68,71,58,60,70,60,69,71,68,58,72,57,70,72,67,55,12,68,12,12,59,67,12,12,56,12,62,67,57,60,69,62,57,61,69,12,12,12,12,13,-1
-1,11,12,12,12,12,68,60,68,57,66,55,62,72,67,71,68,57,67,68,73,57,12,60,62,72,72,68,66,69,56,72,12,67,72,60,73,67,72,55,61,12,69,72,62,12,12,12,13,-1
-1,11,12,12,12,12,72,72,72,62,12,12,61,62,57,71,62,59,56,73,12,60,67,73,12,12,71,12,73,12,12,71,12,12,58,59,70,67,73,68,71,12,68,66,66,12,12,12,13,-1
-1,11,12,12,12,12,69,59,12,12,58,58,57,70,73,62,71,56,57,12,66,12,68,73,71,72,71,12,12,60,69,69,12,12,12,59,12,70,73,73,73,66,73,66,67,72,12,12,13,-1
-1,11,12,12,12,12,12,62,71,69,12,73,58,55,66,61,57,61,62,12,72,57,62,68,56,62,69,61,71,60,62,12,12,12,67,70,59,69,69,12,62,12,12,70,62,60,12,12,13,-1
-1,11,12,12,62,58,12,60,71,72,67,62,60,69,56,73,62,73,58,58,69,62,12,66,70,12,12,62,59,69,56,72,12,12,73,12,56,66,57,60,58,12,12,61,73,69,12,12,13,-1
-1,11,12,12,12,12,56,73,71,71,56,56,66,70,66,67,62,69,57,68,59,12,67,56,73,12,59,71,58,73,12,58,69,66,12,12,12,61,61,59,12,66,57,71,72,59,12,12,13,-1
-1,11,12,12,12,12,12,12,12,67,67,73,69,61,70,58,62,59,60,66,58,62,57,71,59,67,59,55,59,12,66,58,67,70,61,66,62,73,55,68,73,61,57,56,55,59,12,12,13,-1
-1,11,12,12,12,12,12,12,12,12,55,56,73,12,68,73,69,66,73,62,59,56,68,69,71,62,69,55,12,12,58,69,61,12,57,60,12,57,12,61,12,68,12,59,12,68,12,12,13,-1
-1,11,12,12,12,12,12,12,12,12,72,60,57,66,73,67,68,73,56,55,69,59,57,72,66,68,56,62,56,57,60,59,55,56,69,12,12,72,12,12,57,73,55,59,12,12,12,12,13,-1
-1,11,12,12,12,12,12,12,12,12,12,60,12,60,55,56,58,61,59,60,58,69,68,58,57,60,73,70,68,58,12,70,12,12,67,12,12,55,12,12,71,66,12,70,12,12,12,12,13,-1
-1,11,12,12,12,12,12,12,12,12,66,60,69,56,67,70,12,73,58,69,12,12,57,66,67,66,68,57,70,55,66,59,12,12,12,67,72,12,66,12,58,73,12,61,12,12,12,12,13,-1
-1,11,12,12,12,12,12,61,67,60,12,12,12,60,58,12,67,12,60,12,12,66,67,69,12,12,72,71,69,57,60,57,12,12,12,57,71,12,12,66,73,61,61,71,71,69,12,12,13,-1
-1,11,12,12,12,12,69,69,62,70,68,12,12,12,12,68,70,12,71,12,71,55,71,70,12,12,69,55,66,71,68,70,55,12,73,70,56,69,70,69,12,58,12,55,12,61,62,12,13,-1
-1,11,12,12,12,12,62,62,12,57,67,67,62,60,73,66,72,55,57,57,61,67,62,67,62,12,58,59,62,70,67,59,71,73,55,73,60,57,70,67,68,68,12,58,12,12,60,68,13,-1
-1,11,12,12,12,12,71,71,67,59,12,12,66,62,57,69,72,70,56,62,66,70,62,59,68,73,73,73,70,72,67,12,66,68,66,73,66,12,61,57,12,69,57,57,12,12,12,55,13,-1
-1,11,12,12,12,12,60,66,62,60,71,69,66,12,57,66,56,68,58,69,16,23,23,23,23,23,23,23,23,17,58,12,67,68,61,12,12,70,57,69,71,69,57,12,12,12,12,57,13,-1
-1,11,12,12,12,55,71,68,55,55,58,70,69,72,71,12,69,62,60,57,13,-1,-1,-1,-1,-1,-1,-1,-1,11,67,69,12,55,68,12,12,12,68,62,61,12,12,12,12,12,12,56,13,-1
-1,11,12,12,71,12,12,61,70,55,59,73,72,66,56,67,61,67,67,57,13,-1,-1,-1,-1,-1,-1,-1,-1,11,57,55,12,61,71,12,12,12,70,61,56,12,12,12,12,12,59,12,13,-1
-1,11,12,12,72,12,12,61,12,73,12,58,59,62,69,72,59,12,61,61,13,-1,-1,-1,-1,-1,-1,-1,-1,11,12,12,55,66,55,60,62,59,61,69,55,67,12,12,12,12,59,12,13,-1
-1,11,12,12,12,73,12,61,67,66,60,58,58,56,70,56,62,66,69,62,13,-1,-1,-1,-1,-1,-1,-1,-1,11,70,69,55,66,68,12,12,67,57,56,67,12,56,12,12,71,12,12,13,-1
-1,11,12,12,12,73,59,55,70,59,57,62,69,58,62,60,56,61,62,62,13,-1,-1,-1,-1,-1,-1,-1,-1,11,60,62,66,72,12,12,12,55,12,56,57,12,12,73,56,12,12,12,13,-1
-1,11,12,12,12,72,69,68,55,72,70,62,60,62,70,58,55,69,57,60,13,-1,-1,-1,-1,-1,-1,-1,-1,11,12,67,12,12,12,72,68,73,58,68,66,12,12,12,12,12,12,12,13,-1
-1,11,12,12,12,60,56,67,72,67,56,71,70,68,56,60,58,73,56,71,13,-1,-1,-1,-1,-1,-1,-1,-1,11,61,12,70,72,58,12,68,56,12,12,58,12,12,12,12,12,12,12,13,-1
-1,11,12,12,12,57,68,60,66,57,62,69,66,69,61,73,59,12,71,69,13,-1,-1,-1,-1,-1,-1,-1,-1,11,72,70,73,70,12,12,55,58,12,12,12,12,12,12,12,12,12,12,13,-1
-1,11,12,12,12,12,61,67,70,12,55,70,71,61,59,61,59,71,69,12,13,-1,-1,-1,-1,-1,-1,-1,-1,11,68,73,55,71,12,69,56,12,12,12,12,12,12,12,12,12,12,12,13,-1
-1,11,12,12,12,61,56,73,71,57,59,72,62,72,71,70,56,58,12,12,13,-1,-1,-1,-1,-1,-1,-1,-1,11,61,58,73,66,68,58,12,12,12,12,12,12,12,12,12,12,12,12,13,-1
-1,11,12,12,12,12,68,72,72,59,60,60,12,62,60,66,58,57,67,62,13,-1,-1,-1,-1,-1,-1,-1,-1,11,69,56,69,57,62,12,12,12,12,12,12,12,12,12,12,12,12,12,13,-1
-1,11,12,12,12,12,60,57,72,58,58,59,73,12,58,69,70,59,61,71,13,-1,-1,-1,-1,-1,-1,-1,-1,11,61,55,62,60,12,12,12,12,12,12,12,12,12,12,12,12,12,12,13,-1
-1,11,12,12,12,72,73,59,56,67,55,58,69,68,68,67,70,62,12,12,13,-1,-1,-1,-1,-1,-1,-1,-1,11,56,56,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,13,-1
-1,11,12,12,12,69,61,12,57,73,66,60,56,73,69,57,56,72,62,55,13,-1,-1,-1,-1,-1,-1,-1,-1,11,12,12,12,12,12,12,12,12,61,72,67,12,12,12,12,12,12,12,13,-1
-1,11,12,12,12,12,12,68,72,67,58,60,12,58,12,12,12,66,62,56,13,-1,-1,-1,-1,-1,-1,-1,-1,11,12,12,12,12,12,12,73,60,60,12,12,12,12,12,12,12,12,12,13,-1
-1,11,12,12,12,12,12,12,73,12,12,12,72,56,12,12,12,12,12,12,13,-1,-1,-1,-1,-1,-1,-1,-1,11,12,12,12,71,68,69,12,12,12,12,12,12,12,12,12,12,12,12,13,-1
-1,11,12,12,12,12,12,12,12,66,73,60,12,12,12,12,12,12,12,12,13,-1,-1,-1,-1,-1,-1,-1,-1,11,68,71,72,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,13,-1
-1,22,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,24,-1,-1,-1,-1,-1,-1,-1,-1,22,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,24,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
